1773.5459	ethambutol:MIC	1
1773.5459	isoniazid:MIC	1
1773.5459	pyrazinamide:MIC	1
1773.5459	rifampin:MIC	1
1773.5459	streptomycin:MIC	1
1773.5460	ethambutol:MIC	4
1773.5460	isoniazid:MIC	4
1773.5460	pyrazinamide:MIC	1
1773.5460	rifampin:MIC	1
1773.5460	streptomycin:MIC	4
1773.5461	ethambutol:MIC	1
1773.5461	isoniazid:MIC	1
1773.5461	pyrazinamide:MIC	1
1773.5461	rifampin:MIC	1
1773.5461	streptomycin:MIC	4
1773.2438	ethambutol:MIC	1
1773.2438	isoniazid:MIC	1
1773.2438	pyrazinamide:MIC	1
1773.2438	rifampin:MIC	1
1773.2438	streptomycin:MIC	1
1773.2436	ethambutol:MIC	1
1773.2436	isoniazid:MIC	1
1773.2436	pyrazinamide:MIC	1
1773.2436	rifampin:MIC	1
1773.2436	streptomycin:MIC	1
1773.2437	ethambutol:MIC	1
1773.2437	isoniazid:MIC	1
1773.2437	pyrazinamide:MIC	1
1773.2437	rifampin:MIC	1
1773.2437	streptomycin:MIC	1
1773.2439	ethambutol:MIC	1
1773.2439	isoniazid:MIC	1
1773.2439	pyrazinamide:MIC	1
1773.2439	rifampin:MIC	1
1773.2439	streptomycin:MIC	1
1773.2440	ethambutol:MIC	1
1773.2440	isoniazid:MIC	4
1773.2440	pyrazinamide:MIC	1
1773.2440	rifampin:MIC	1
1773.2440	streptomycin:MIC	4
1773.2441	ethambutol:MIC	4
1773.2441	isoniazid:MIC	4
1773.2441	pyrazinamide:MIC	4
1773.2441	rifampin:MIC	4
1773.2441	streptomycin:MIC	4
1773.2442	ethambutol:MIC	1
1773.2442	isoniazid:MIC	1
1773.2442	pyrazinamide:MIC	1
1773.2442	rifampin:MIC	1
1773.2442	streptomycin:MIC	1
1773.2443	ethambutol:MIC	1
1773.2443	isoniazid:MIC	1
1773.2443	pyrazinamide:MIC	1
1773.2443	rifampin:MIC	1
1773.2443	streptomycin:MIC	1
1773.2444	ethambutol:MIC	1
1773.2444	isoniazid:MIC	1
1773.2444	pyrazinamide:MIC	1
1773.2444	rifampin:MIC	1
1773.2444	streptomycin:MIC	1
1773.366	ethambutol:MIC	1
1773.366	isoniazid:MIC	4
1773.366	pyrazinamide:MIC	4
1773.366	rifampin:MIC	1
1773.366	streptomycin:MIC	4
1773.2445	ethambutol:MIC	1
1773.2445	isoniazid:MIC	4
1773.2445	pyrazinamide:MIC	4
1773.2445	rifampin:MIC	4
1773.2445	streptomycin:MIC	4
1773.2446	ethambutol:MIC	1
1773.2446	isoniazid:MIC	1
1773.2446	pyrazinamide:MIC	1
1773.2446	rifampin:MIC	1
1773.2446	streptomycin:MIC	1
1773.2448	ethambutol:MIC	1
1773.2448	isoniazid:MIC	1
1773.2448	pyrazinamide:MIC	1
1773.2448	rifampin:MIC	1
1773.2448	streptomycin:MIC	1
1773.2447	ethambutol:MIC	1
1773.2447	isoniazid:MIC	1
1773.2447	pyrazinamide:MIC	1
1773.2447	rifampin:MIC	1
1773.2447	streptomycin:MIC	1
1773.2450	ethambutol:MIC	1
1773.2450	isoniazid:MIC	1
1773.2450	pyrazinamide:MIC	1
1773.2450	rifampin:MIC	1
1773.2450	streptomycin:MIC	1
1773.2449	ethambutol:MIC	1
1773.2449	isoniazid:MIC	1
1773.2449	pyrazinamide:MIC	1
1773.2449	rifampin:MIC	1
1773.2449	streptomycin:MIC	1
1773.2451	ethambutol:MIC	1
1773.2451	isoniazid:MIC	1
1773.2451	pyrazinamide:MIC	1
1773.2451	rifampin:MIC	1
1773.2451	streptomycin:MIC	1
1773.2452	ethambutol:MIC	1
1773.2452	isoniazid:MIC	1
1773.2452	pyrazinamide:MIC	1
1773.2452	rifampin:MIC	1
1773.2452	streptomycin:MIC	1
1773.5462	ethambutol:MIC	1
1773.5462	isoniazid:MIC	1
1773.5462	pyrazinamide:MIC	1
1773.5462	rifampin:MIC	1
1773.5462	streptomycin:MIC	1
1773.5463	ethambutol:MIC	1
1773.5463	isoniazid:MIC	1
1773.5463	pyrazinamide:MIC	1
1773.5463	rifampin:MIC	1
1773.5463	streptomycin:MIC	1
1773.5464	ethambutol:MIC	1
1773.5464	isoniazid:MIC	1
1773.5464	pyrazinamide:MIC	1
1773.5464	rifampin:MIC	1
1773.5464	streptomycin:MIC	1
1773.2453	ethambutol:MIC	1
1773.2453	isoniazid:MIC	1
1773.2453	pyrazinamide:MIC	1
1773.2453	rifampin:MIC	1
1773.2453	streptomycin:MIC	1
1773.2454	ethambutol:MIC	1
1773.2454	isoniazid:MIC	1
1773.2454	pyrazinamide:MIC	1
1773.2454	rifampin:MIC	1
1773.2454	streptomycin:MIC	1
1773.2455	ethambutol:MIC	1
1773.2455	isoniazid:MIC	1
1773.2455	pyrazinamide:MIC	1
1773.2455	rifampin:MIC	1
1773.2455	streptomycin:MIC	1
1773.2456	ethambutol:MIC	1
1773.2456	isoniazid:MIC	1
1773.2456	pyrazinamide:MIC	1
1773.2456	rifampin:MIC	1
1773.2456	streptomycin:MIC	1
1773.2457	ethambutol:MIC	1
1773.2457	isoniazid:MIC	1
1773.2457	pyrazinamide:MIC	1
1773.2457	rifampin:MIC	1
1773.2457	streptomycin:MIC	1
1773.2458	ethambutol:MIC	1
1773.2458	isoniazid:MIC	1
1773.2458	pyrazinamide:MIC	1
1773.2458	rifampin:MIC	1
1773.2458	streptomycin:MIC	1
1773.2459	ethambutol:MIC	1
1773.2459	isoniazid:MIC	1
1773.2459	pyrazinamide:MIC	1
1773.2459	rifampin:MIC	1
1773.2459	streptomycin:MIC	1
1773.2460	ethambutol:MIC	1
1773.2460	isoniazid:MIC	1
1773.2460	pyrazinamide:MIC	1
1773.2460	rifampin:MIC	1
1773.2460	streptomycin:MIC	1
1773.2461	ethambutol:MIC	1
1773.2461	isoniazid:MIC	1
1773.2461	pyrazinamide:MIC	1
1773.2461	rifampin:MIC	1
1773.2461	streptomycin:MIC	1
1773.2464	ethambutol:MIC	1
1773.2464	isoniazid:MIC	1
1773.2464	pyrazinamide:MIC	1
1773.2464	rifampin:MIC	1
1773.2464	streptomycin:MIC	1
1773.2462	ethambutol:MIC	1
1773.2462	isoniazid:MIC	1
1773.2462	pyrazinamide:MIC	1
1773.2462	rifampin:MIC	1
1773.2462	streptomycin:MIC	1
1773.2463	ethambutol:MIC	1
1773.2463	isoniazid:MIC	1
1773.2463	pyrazinamide:MIC	1
1773.2463	rifampin:MIC	1
1773.2463	streptomycin:MIC	1
1773.2465	ethambutol:MIC	1
1773.2465	isoniazid:MIC	1
1773.2465	pyrazinamide:MIC	1
1773.2465	rifampin:MIC	1
1773.2465	streptomycin:MIC	1
1773.5465	ethambutol:MIC	4
1773.5465	isoniazid:MIC	4
1773.5465	pyrazinamide:MIC	1
1773.5465	rifampin:MIC	4
1773.5465	streptomycin:MIC	4
1773.5466	ethambutol:MIC	4
1773.5466	isoniazid:MIC	4
1773.5466	pyrazinamide:MIC	1
1773.5466	rifampin:MIC	1
1773.5466	streptomycin:MIC	4
1773.2466	ethambutol:MIC	1
1773.2466	isoniazid:MIC	1
1773.2466	pyrazinamide:MIC	1
1773.2466	rifampin:MIC	1
1773.2466	streptomycin:MIC	1
1773.2467	ethambutol:MIC	1
1773.2467	isoniazid:MIC	1
1773.2467	pyrazinamide:MIC	1
1773.2467	rifampin:MIC	1
1773.2467	streptomycin:MIC	1
1773.2468	ethambutol:MIC	1
1773.2468	isoniazid:MIC	1
1773.2468	pyrazinamide:MIC	1
1773.2468	rifampin:MIC	1
1773.2468	streptomycin:MIC	1
1773.2469	ethambutol:MIC	1
1773.2469	isoniazid:MIC	1
1773.2469	pyrazinamide:MIC	1
1773.2469	rifampin:MIC	1
1773.2469	streptomycin:MIC	1
1773.2470	ethambutol:MIC	1
1773.2470	isoniazid:MIC	1
1773.2470	pyrazinamide:MIC	1
1773.2470	rifampin:MIC	1
1773.2470	streptomycin:MIC	1
1773.2471	ethambutol:MIC	1
1773.2471	isoniazid:MIC	1
1773.2471	pyrazinamide:MIC	1
1773.2471	rifampin:MIC	1
1773.2471	streptomycin:MIC	4
1773.2472	ethambutol:MIC	1
1773.2472	isoniazid:MIC	1
1773.2472	pyrazinamide:MIC	1
1773.2472	rifampin:MIC	1
1773.2472	streptomycin:MIC	1
1773.2473	ethambutol:MIC	1
1773.2473	isoniazid:MIC	1
1773.2473	pyrazinamide:MIC	1
1773.2473	rifampin:MIC	1
1773.2473	streptomycin:MIC	1
1773.2474	ethambutol:MIC	1
1773.2474	isoniazid:MIC	1
1773.2474	pyrazinamide:MIC	1
1773.2474	rifampin:MIC	1
1773.2474	streptomycin:MIC	1
1773.2475	ethambutol:MIC	1
1773.2475	isoniazid:MIC	1
1773.2475	pyrazinamide:MIC	1
1773.2475	rifampin:MIC	1
1773.2475	streptomycin:MIC	1
1773.2476	ethambutol:MIC	1
1773.2476	isoniazid:MIC	1
1773.2476	pyrazinamide:MIC	1
1773.2476	rifampin:MIC	1
1773.2476	streptomycin:MIC	1
1773.2477	ethambutol:MIC	1
1773.2477	isoniazid:MIC	1
1773.2477	pyrazinamide:MIC	1
1773.2477	rifampin:MIC	1
1773.2477	streptomycin:MIC	1
1773.2478	ethambutol:MIC	1
1773.2478	isoniazid:MIC	1
1773.2478	pyrazinamide:MIC	1
1773.2478	rifampin:MIC	1
1773.2478	streptomycin:MIC	1
1773.2479	ethambutol:MIC	1
1773.2479	isoniazid:MIC	1
1773.2479	pyrazinamide:MIC	1
1773.2479	rifampin:MIC	1
1773.2479	streptomycin:MIC	1
1773.2480	ethambutol:MIC	1
1773.2480	isoniazid:MIC	1
1773.2480	pyrazinamide:MIC	1
1773.2480	rifampin:MIC	1
1773.2480	streptomycin:MIC	1
1773.2481	ethambutol:MIC	1
1773.2481	isoniazid:MIC	4
1773.2481	pyrazinamide:MIC	1
1773.2481	rifampin:MIC	1
1773.2481	streptomycin:MIC	4
1773.2482	ethambutol:MIC	4
1773.2482	isoniazid:MIC	4
1773.2482	pyrazinamide:MIC	4
1773.2482	rifampin:MIC	4
1773.2482	streptomycin:MIC	4
1773.2483	ethambutol:MIC	1
1773.2483	isoniazid:MIC	1
1773.2483	pyrazinamide:MIC	1
1773.2483	rifampin:MIC	1
1773.2483	streptomycin:MIC	1
1773.2484	ethambutol:MIC	1
1773.2484	isoniazid:MIC	1
1773.2484	pyrazinamide:MIC	1
1773.2484	rifampin:MIC	1
