573.13220	Ceftriaxone:MIC:VAL	4
573.13220	Cefuroxime sodium:MIC:VAL	4
573.13220	Levofloxacin:MIC:VAL	4
573.13230	Gentamicin:MIC:VAL	1
573.13230	Imipenem:MIC:VAL	1
573.13230	Trimethoprim/Sulfamethoxazole:MIC:VAL	4
573.13238	Amikacin:MIC:VAL	2
573.13238	Ampicillin/Sulbactam:MIC:VAL	4
573.13238	Ciprofloxacin:MIC:VAL	4
573.13248	Ceftazidime:MIC:VAL	4
573.13248	Nitrofurantoin:MIC:VAL	4
573.13248	Tobramycin:MIC:VAL	2
573.13266	Piperacillin/Tazobactam:MIC:VAL	4
573.13274	Cefazolin:MIC:VAL	4
573.13274	Cefoxitin:MIC:VAL	4
573.13274	Imipenem:MIC:VAL	4
573.13300	Cefepime:MIC:VAL	4
573.13300	Meropenem:MIC:VAL	1
573.13310	Aztreonam:MIC:VAL	4
573.13310	Ceftriaxone:MIC:VAL	4
573.13310	Cefuroxime sodium:MIC:VAL	4
573.13310	Levofloxacin:MIC:VAL	4
573.13353	Amikacin:MIC:VAL	1
573.13353	Ampicillin/Sulbactam:MIC:VAL	4
573.13353	Ciprofloxacin:MIC:VAL	4
573.13361	Ceftazidime:MIC:VAL	4
573.13371	Amikacin:MIC:VAL	1
573.13381	Gentamicin:MIC:VAL	4
573.13381	Imipenem:MIC:VAL	1
573.13381	Tobramycin:MIC:VAL	4
573.13391	Cefazolin:MIC:VAL	4
573.13391	Trimethoprim/Sulfamethoxazole:MIC:VAL	4
573.13399	Imipenem:MIC:VAL	4
573.13407	Piperacillin/Tazobactam:MIC:VAL	4
573.13452	Ceftriaxone:MIC:VAL	4
573.13452	Cefuroxime sodium:MIC:VAL	4
573.13452	Levofloxacin:MIC:VAL	4
573.13452	Nitrofurantoin:MIC:VAL	4
573.13479	Aztreonam:MIC:VAL	4
573.13479	Meropenem:MIC:VAL	1
573.13488	Ampicillin/Sulbactam:MIC:VAL	4
573.13488	Cefepime:MIC:VAL	4
573.13488	Ciprofloxacin:MIC:VAL	4
573.13488	Gentamicin:MIC:VAL	1
573.13505	Ceftazidime:MIC:VAL	4
573.13523	Tetracycline:MIC:VAL	1
573.13538	Cefazolin:MIC:VAL	4
573.13538	Cefoxitin:MIC:VAL	2
573.13550	Cefoxitin:MIC:VAL	4
573.13550	Tetracycline:MIC:VAL	4
573.13558	Imipenem:MIC:VAL	1
573.13576	Amikacin:MIC:VAL	1
573.13576	Cefepime:MIC:VAL	2
573.13576	Cefuroxime sodium:MIC:VAL	4
573.13576	Levofloxacin:MIC:VAL	1
573.13584	Ceftriaxone:MIC:VAL	4
573.13584	Levofloxacin:MIC:VAL	4
573.13584	Piperacillin/Tazobactam:MIC:VAL	4
573.13584	Trimethoprim/Sulfamethoxazole:MIC:VAL	4
573.13603	Ampicillin/Sulbactam:MIC:VAL	4
573.13603	Aztreonam:MIC:VAL	4
573.13603	Meropenem:MIC:VAL	4
573.13603	Tobramycin:MIC:VAL	1
573.13632	Ciprofloxacin:MIC:VAL	4
