1280.7257	rifampin:MIC	4
1280.7258	rifampin:MIC	4
1280.7259	rifampin:MIC	4
1280.7260	rifampin:MIC	4
1280.7269	rifampin:MIC	4
1280.7271	rifampin:MIC	4
1280.7275	rifampin:MIC	4
1280.7274	rifampin:MIC	4
1280.8699	ciprofloxacin:MIC	4
1280.8699	clindamycin:MIC	4
1280.8699	erythromycin:MIC	4
1280.8699	fusidic_acid:MIC	1
1280.8699	methicillin:MIC	4
1280.8699	penicillin:MIC	4
1280.8699	rifampin:MIC	1
1280.8698	ciprofloxacin:MIC	4
1280.8698	clindamycin:MIC	4
1280.8698	erythromycin:MIC	4
1280.8698	fusidic_acid:MIC	1
1280.8698	methicillin:MIC	4
1280.8698	penicillin:MIC	4
1280.8698	rifampin:MIC	1
1280.8701	ciprofloxacin:MIC	4
1280.8701	clindamycin:MIC	4
1280.8701	erythromycin:MIC	4
1280.8701	fusidic_acid:MIC	1
1280.8701	methicillin:MIC	4
1280.8701	penicillin:MIC	4
1280.8701	rifampin:MIC	1
1280.8700	ciprofloxacin:MIC	4
1280.8700	clindamycin:MIC	4
1280.8700	erythromycin:MIC	4
1280.8700	fusidic_acid:MIC	1
1280.8700	methicillin:MIC	4
1280.8700	penicillin:MIC	4
1280.8700	rifampin:MIC	1
1280.8697	ciprofloxacin:MIC	4
1280.8697	clindamycin:MIC	4
1280.8697	erythromycin:MIC	4
1280.8697	fusidic_acid:MIC	1
1280.8697	methicillin:MIC	4
1280.8697	penicillin:MIC	4
1280.8697	rifampin:MIC	1
1280.9408	ciprofloxacin:MIC	4
1280.9408	clindamycin:MIC	4
1280.9408	erythromycin:MIC	4
1280.9408	fusidic_acid:MIC	1
1280.9408	methicillin:MIC	4
1280.9408	penicillin:MIC	4
1280.9408	rifampin:MIC	1
1280.9409	ciprofloxacin:MIC	4
1280.9409	clindamycin:MIC	4
1280.9409	erythromycin:MIC	4
1280.9409	fusidic_acid:MIC	1
1280.9409	methicillin:MIC	4
1280.9409	penicillin:MIC	4
1280.9409	rifampin:MIC	1
1280.9410	ciprofloxacin:MIC	4
1280.9410	clindamycin:MIC	4
1280.9410	erythromycin:MIC	4
1280.9410	fusidic_acid:MIC	1
1280.9410	methicillin:MIC	4
1280.9410	penicillin:MIC	4
1280.9410	rifampin:MIC	1
1280.9411	ciprofloxacin:MIC	4
1280.9411	clindamycin:MIC	4
1280.9411	erythromycin:MIC	4
1280.9411	fusidic_acid:MIC	1
1280.9411	methicillin:MIC	4
1280.9411	penicillin:MIC	4
1280.9411	rifampin:MIC	1
1280.7377	ciprofloxacin:MIC	4
1280.7377	clindamycin:MIC	4
1280.7377	erythromycin:MIC	4
1280.7377	fusidic_acid:MIC	1
1280.7377	methicillin:MIC	4
1280.7377	penicillin:MIC	4
1280.7377	rifampin:MIC	1
1280.7408	ciprofloxacin:MIC	4
1280.7408	clindamycin:MIC	4
1280.7408	erythromycin:MIC	4
1280.7408	fusidic_acid:MIC	1
1280.7408	methicillin:MIC	4
1280.7408	penicillin:MIC	4
1280.7408	rifampin:MIC	1
1280.9412	ciprofloxacin:MIC	4
1280.9412	clindamycin:MIC	4
1280.9412	erythromycin:MIC	4
1280.9412	fusidic_acid:MIC	1
1280.9412	methicillin:MIC	4
1280.9412	penicillin:MIC	4
1280.9412	rifampin:MIC	1
1280.7411	ciprofloxacin:MIC	4
1280.7411	clindamycin:MIC	4
1280.7411	erythromycin:MIC	4
1280.7411	fusidic_acid:MIC	1
1280.7411	methicillin:MIC	4
1280.7411	penicillin:MIC	4
1280.7411	rifampin:MIC	1
1280.7413	ciprofloxacin:MIC	4
1280.7413	clindamycin:MIC	4
1280.7413	erythromycin:MIC	4
1280.7413	fusidic_acid:MIC	1
1280.7413	methicillin:MIC	4
1280.7413	penicillin:MIC	4
1280.7413	rifampin:MIC	1
1280.8718	ciprofloxacin:MIC	4
1280.8718	clindamycin:MIC	4
1280.8718	erythromycin:MIC	4
1280.8718	fusidic_acid:MIC	1
1280.8718	methicillin:MIC	4
1280.8718	penicillin:MIC	4
1280.8718	rifampin:MIC	1
1280.8736	ciprofloxacin:MIC	4
1280.8736	clindamycin:MIC	4
1280.8736	erythromycin:MIC	4
1280.8736	fusidic_acid:MIC	4
1280.8736	methicillin:MIC	4
1280.8736	penicillin:MIC	4
1280.8736	rifampin:MIC	1
1280.8735	ciprofloxacin:MIC	4
1280.8735	clindamycin:MIC	4
1280.8735	erythromycin:MIC	4
1280.8735	fusidic_acid:MIC	1
1280.8735	methicillin:MIC	4
1280.8735	penicillin:MIC	4
1280.8735	rifampin:MIC	1
1280.8738	ciprofloxacin:MIC	4
1280.8738	clindamycin:MIC	4
1280.8738	erythromycin:MIC	4
1280.8738	fusidic_acid:MIC	1
1280.8738	methicillin:MIC	4
1280.8738	penicillin:MIC	4
1280.8738	rifampin:MIC	1
1280.8737	ciprofloxacin:MIC	4
1280.8737	clindamycin:MIC	4
1280.8737	erythromycin:MIC	4
1280.8737	fusidic_acid:MIC	1
1280.8737	methicillin:MIC	4
1280.8737	penicillin:MIC	4
1280.8737	rifampin:MIC	1
1280.9413	ciprofloxacin:MIC	4
1280.9413	clindamycin:MIC	4
1280.9413	erythromycin:MIC	4
1280.9413	fusidic_acid:MIC	1
1280.9413	methicillin:MIC	4
1280.9413	penicillin:MIC	4
1280.9413	rifampin:MIC	1
1280.8739	ciprofloxacin:MIC	4
1280.8739	clindamycin:MIC	4
1280.8739	erythromycin:MIC	4
1280.8739	fusidic_acid:MIC	1
1280.8739	methicillin:MIC	4
1280.8739	penicillin:MIC	4
1280.8739	rifampin:MIC	1
1280.8379	ciprofloxacin:MIC	4
1280.8379	clindamycin:MIC	4
1280.8379	erythromycin:MIC	4
1280.8379	fusidic_acid:MIC	1
1280.8379	methicillin:MIC	4
1280.8379	penicillin:MIC	4
1280.8379	rifampin:MIC	1
1280.9414	ciprofloxacin:MIC	4
1280.9414	clindamycin:MIC	4
1280.9414	erythromycin:MIC	4
1280.9414	fusidic_acid:MIC	1
1280.9414	methicillin:MIC	4
1280.9414	penicillin:MIC	4
1280.9414	rifampin:MIC	1
1280.8456	ciprofloxacin:MIC	4
1280.8456	clindamycin:MIC	4
1280.8456	erythromycin:MIC	4
1280.8456	fusidic_acid:MIC	1
1280.8456	methicillin:MIC	4
1280.8456	penicillin:MIC	4
1280.8456	rifampin:MIC	1
1280.8457	ciprofloxacin:MIC	4
1280.8457	clindamycin:MIC	4
1280.8457	erythromycin:MIC	4
1280.8457	fusidic_acid:MIC	1
1280.8457	methicillin:MIC	4
1280.8457	penicillin:MIC	4
1280.8457	rifampin:MIC	1
1280.9415	ciprofloxacin:MIC	4
1280.9415	clindamycin:MIC	4
1280.9415	erythromycin:MIC	4
1280.9415	fusidic_acid:MIC	1
1280.9415	methicillin:MIC	4
1280.9415	penicillin:MIC	4
1280.9415	rifampin:MIC	1
1280.9416	ciprofloxacin:MIC	4
1280.9416	clindamycin:MIC	4
1280.9416	erythromycin:MIC	4
1280.9416	fusidic_acid:MIC	1
1280.9416	methicillin:MIC	4
1280.9416	penicillin:MIC	4
1280.9416	rifampin:MIC	1
1280.9417	ciprofloxacin:MIC	4
1280.9417	clindamycin:MIC	1
1280.9417	erythromycin:MIC	1
1280.9417	fusidic_acid:MIC	1
1280.9417	methicillin:MIC	4
1280.9417	penicillin:MIC	4
1280.9417	rifampin:MIC	1
1280.8389	ciprofloxacin:MIC	4
1280.8389	clindamycin:MIC	4
1280.8389	erythromycin:MIC	4
1280.8389	fusidic_acid:MIC	1
1280.8389	methicillin:MIC	4
1280.8389	penicillin:MIC	4
1280.8389	rifampin:MIC	1
1280.8388	ciprofloxacin:MIC	4
1280.8388	clindamycin:MIC	4
1280.8388	erythromycin:MIC	4
1280.8388	fusidic_acid:MIC	1
1280.8388	methicillin:MIC	4
1280.8388	penicillin:MIC	4
1280.8388	rifampin:MIC	1
1280.9418	ciprofloxacin:MIC	4
1280.9418	clindamycin:MIC	4
1280.9418	erythromycin:MIC	4
1280.9418	fusidic_acid:MIC	1
1280.9418	methicillin:MIC	4
1280.9418	penicillin:MIC	4
1280.9418	rifampin:MIC	1
1280.9419	ciprofloxacin:MIC	4
1280.9419	clindamycin:MIC	4
1280.9419	erythromycin:MIC	4
1280.9419	fusidic_acid:MIC	1
1280.9419	methicillin:MIC	4
1280.9419	penicillin:MIC	4
1280.9419	rifampin:MIC	1
1280.8385	ciprofloxacin:MIC	4
1280.8385	clindamycin:MIC	1
1280.8385	erythromycin:MIC	1
1280.8385	fusidic_acid:MIC	1
1280.8385	methicillin:MIC	4
1280.8385	penicillin:MIC	4
1280.8385	rifampin:MIC	1
1280.8392	ciprofloxacin:MIC	4
1280.8392	clindamycin:MIC	4
1280.8392	erythromycin:MIC	4
1280.8392	fusidic_acid:MIC	1
1280.8392	methicillin:MIC	4
1280.8392	penicillin:MIC	4
1280.8392	rifampin:MIC	1
1280.9420	ciprofloxacin:MIC	4
1280.9420	clindamycin:MIC	1
1280.9420	erythromycin:MIC	1
1280.9420	fusidic_acid:MIC	1
1280.9420	methicillin:MIC	4
1280.9420	penicillin:MIC	4
1280.9420	rifampin:MIC	1
1280.8569	ciprofloxacin:MIC	4
1280.8569	clindamycin:MIC	4
1280.8569	erythromycin:MIC	4
1280.8569	fusidic_acid:MIC	1
1280.8569	methicillin:MIC	4
1280.8569	penicillin:MIC	4
1280.8569	rifampin:MIC	1
1280.8568	ciprofloxacin:MIC	4
1280.8568	clindamycin:MIC	4
1280.8568	erythromycin:MIC	4
1280.8568	fusidic_acid:MIC	1
1280.8568	methicillin:MIC	4
1280.8568	penicillin:MIC	4
1280.8568	rifampin:MIC	1
1280.8566	ciprofloxacin:MIC	4
1280.8566	clindamycin:MIC	4
1280.8566	erythromycin:MIC	4
1280.8566	fusidic_acid:MIC	1
1280.8566	methicillin:MIC	4
1280.8566	penicillin:MIC	4
1280.8566	rifampin:MIC	1
1280.8567	ciprofloxacin:MIC	4
1280.8567	clindamycin:MIC	4
1280.8567	erythromycin:MIC	4
1280.8567	fusidic_acid:MIC	1
1280.8567	methicillin:MIC	4
1280.8567	penicillin:MIC	4
1280.8567	rifampin:MIC	1
1280.8564	ciprofloxacin:MIC	4
1280.8564	clindamycin:MIC	4
1280.8564	erythromycin:MIC	4
1280.8564	fusidic_acid:MIC	1
1280.8564	methicillin:MIC	4
1280.8564	penicillin:MIC	4
1280.8564	rifampin:MIC	1
1280.8565	ciprofloxacin:MIC	4
1280.8565	clindamycin:MIC	4
1280.8565	erythromycin:MIC	4
1280.8565	fusidic_acid:MIC	1
1280.8565	methicillin:MIC	4
1280.8565	penicillin:MIC	4
1280.8565	rifampin:MIC	1
1280.8521	ciprofloxacin:MIC	4
1280.8521	clindamycin:MIC	4
1280.8521	erythromycin:MIC	4
1280.8521	fusidic_acid:MIC	1
1280.8521	methicillin:MIC	4
1280.8521	penicillin:MIC	4
1280.8521	rifampin:MIC	1
1280.8520	ciprofloxacin:MIC	4
1280.8520	clindamycin:MIC	4
1280.8520	erythromycin:MIC	4
1280.8520	fusidic_acid:MIC	1
1280.8520	methicillin:MIC	4
1280.8520	penicillin:MIC	4
1280.8520	rifampin:MIC	1
1280.8522	ciprofloxacin:MIC	4
1280.8522	clindamycin:MIC	4
1280.8522	erythromycin:MIC	4
1280.8522	fusidic_acid:MIC	1
1280.8522	methicillin:MIC	4
1280.8522	penicillin:MIC	4
1280.8522	rifampin:MIC	1
1280.8519	ciprofloxacin:MIC	4
1280.8519	clindamycin:MIC	4
1280.8519	erythromycin:MIC	4
1280.8519	fusidic_acid:MIC	1
1280.8519	methicillin:MIC	4
1280.8519	penicillin:MIC	4
1280.8519	rifampin:MIC	1
1280.8518	ciprofloxacin:MIC	4
1280.8518	clindamycin:MIC	4
1280.8518	erythromycin:MIC	4
1280.8518	fusidic_acid:MIC	1
1280.8518	methicillin:MIC	4
1280.8518	penicillin:MIC	4
1280.8518	rifampin:MIC	1
1280.8517	ciprofloxacin:MIC	4
1280.8517	clindamycin:MIC	4
1280.8517	erythromycin:MIC	4
1280.8517	fusidic_acid:MIC	1
1280.8517	methicillin:MIC	4
1280.8517	penicillin:MIC	4
1280.8517	rifampin:MIC	1
1280.9421	ciprofloxacin:MIC	4
1280.9421	clindamycin:MIC	4
1280.9421	erythromycin:MIC	4
1280.9421	fusidic_acid:MIC	1
1280.9421	methicillin:MIC	4
1280.9421	penicillin:MIC	4
1280.9421	rifampin:MIC	1
1280.9422	ciprofloxacin:MIC	4
1280.9422	clindamycin:MIC	4
1280.9422	erythromycin:MIC	4
